sku,store,categories,attribute_set,type,color,size,name,simples_skus,configurable_attributes,description,short_description,special_price,qty,is_in_stock,manage_stock,status,visibility,tax_class_id,thumbnail,thumbnail_label,image,small_image,media_gallery,min_qty,min_sale_qty,max_sale_qty,notify_stock_qty,msrp_enabled,country_of_manufacture,meta_description,meta_keyword,meta_title,upc,ipc,division_code,class,class_description,collection,collection_description,selling_period,type_group,type_name,type_description,group,country_of_origin,package,length,width,height,weight,is_gift_card,product_code,composition,manufacturer,rn_number,hts_code,visual_stock_id,cost,price,msrp,stock_code,product_category,safety_qty,at_sell
T5A7N,fr,Femmes/Women's/Asics Shoes/Structured Cushioning,Default,configurable,,,L.Gt-1000 4,"887749972931,887749972948,887749972955,887749972993,887749973006,887749973013,887749973020,887749973037,887749973044,887749973051,887749973068,887749973075,887749973082,887749973099,887749973150,887749973167,887749973174,887749973181,887749973198,887749973204,887749973211,887749973235,887749973242,887749973259,887749973297,887749973303,887749973310,887749973327,887749973334,887749973341,887749973358,887749973365,887749973372,887749973389,887749973396,887749973402,887749973433,887749973440,887749973457,887749973464,887749973471,887749973488,887749973495,887749973501,887749973518,887749973525,889436141682,889436141699,889436141705,889436141736,889436141743,889436141750,889436141767,889436141774,889436141781,889436141798,889436141804,889436141811,889436141828,889436274540,889436274557,889436274564,889436274595,889436274601,889436274618,889436274625,889436274632,889436274649,889436274656,889436274663,889436274670,889436274687","color,size",<p>L.Gt-1000 4</p>,L.Gt-1000 4,,226,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12062.jpg,t5a7n_0121_f,http://app.visual-2000.com/imageapi/asicserp8_12062.jpg,http://app.visual-2000.com/imageapi/asicserp3_12062.jpg,http://app.visual-2000.com/imageapi/asicserp8_12062.jpg::t5a7n_0121_f,0,1,0,1,1,,<p>L.Gt-1000 4</p>,,L.Gt-1000 4,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Structured Cushioning,Structured Cushioning,Fall 2015,D,Pour Femmes,Pour Femmes,1A030201,,Unite,0,0,0,0,0,T5A7N,,,,,5,0,77,139.99,WEB,REG,0,226
T5B7N,fr,Femmes/Women's/Asics Shoes/Structured Cushioning,Default,configurable,,,L.Gt-1000 4 G-Tx,"889436071989,889436071996,889436072009,889436072030,889436072047,889436072054,889436072061,889436072078,889436072085,889436072092,889436072108,889436072115,889436072122","color,size",<p>L.Gt-1000 4 G-Tx</p>,L.Gt-1000 4 G-Tx,,43,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_11070.jpg,t5b7n_5334_0000000000_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_11070.jpg,http://app.visual-2000.com/imageapi/asicserp3_11070.jpg,http://app.visual-2000.com/imageapi/asicserp8_11070.jpg::t5b7n_5334_0000000000_f_l_primary,0,1,0,1,1,,<p>L.Gt-1000 4 G-Tx</p>,,L.Gt-1000 4 G-Tx,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Structured Cushioning,Structured Cushioning,Fall 2015,D,Pour Femmes,Pour Femmes,1A030201,,Unite,0,0,0,0,0,T5B7N,,,,,5,0,82.5,149.99,WEB,REG,0,43
S576N,fr,Femmes/Women's/Asics Shoes/Studio Training,Default,configurable,,,L. Rhythmic 3,"887749934311,887749934342,887749934366,887749934373,887749934380,887749934397,887749934403,887749934410,887749934427,887749934434","color,size",<p>L. Rhythmic 3</p>,L. Rhythmic 3,,19,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_11048.jpg,s576n_9093_0000000000_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_11048.jpg,http://app.visual-2000.com/imageapi/asicserp3_11048.jpg,http://app.visual-2000.com/imageapi/asicserp8_11048.jpg::s576n_9093_0000000000_f_l_primary,0,1,0,1,1,,<p>L. Rhythmic 3</p>,,L. Rhythmic 3,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Studio Training,Studio Training,Fall 2015,D,Pour Femmes,Pour Femmes,1C010201,,Unite,0,0,0,0,0,S576N,,,,,5,0,55,99.99,WEB,REG,0,19
E650N,fr,Femmes/Women's/Asics Shoes/Tennis,Default,configurable,,,L. Gel Solution Speed 3,"889436127754,889436127822,889436127846,889436127853,889436127860,889436127877","color,size",<p>L. Gel Solution Speed 3</p>,L. Gel Solution Speed 3,,10,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_13438.jpg,E650N_6701_RT,http://app.visual-2000.com/imageapi/asicserp8_13438.jpg,http://app.visual-2000.com/imageapi/asicserp3_13438.jpg,http://app.visual-2000.com/imageapi/asicserp8_13438.jpg::E650N_6701_RT,0,1,0,1,1,,<p>L. Gel Solution Speed 3</p>,,L. Gel Solution Speed 3,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Tennis,Tennis,Spring 2016,D,Pour Femmes,Pour Femmes,1A090201,,Unite,0,0,0,0,0,E650N,,,,,5,0,88,159.99,WEB,REG,0,10
E550Y,fr,Femmes/Women's/Asics Shoes/Tennis,Default,configurable,,,L.Gel Resolution 6,"889436126047,889436126054,889436126061,889436126092,889436126108,889436126115,889436126122,889436126153,889436126160,889436126177","color,size",<p>L.Gel Resolution 6</p>,L.Gel Resolution 6,,16,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12724.jpg,E550Y_0133_f,http://app.visual-2000.com/imageapi/asicserp8_12724.jpg,http://app.visual-2000.com/imageapi/asicserp3_12724.jpg,http://app.visual-2000.com/imageapi/asicserp8_12724.jpg::E550Y_0133_f,0,1,0,1,1,,<p>L.Gel Resolution 6</p>,,L.Gel Resolution 6,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Tennis,Tennis,Spring 2015,D,Pour Femmes,Pour Femmes,1A090201,,Unite,0,0,0,0,0,E550Y,,,,,5,0,99,179.99,WEB,REG,0,16
E553Y,fr,Femmes/Women's/Asics Shoes/Tennis,Default,configurable,,,L.Gel Resolution 6 Clay Court,"887749665505,887749665512,887749665529,887749665536,887749665543,887749665550,887749665567,887749665574,887749665581,887749665598","color,size",<p>L.Gel Resolution 6 Clay Court</p>,L.Gel Resolution 6 Clay Court,,20,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_9943.jpg,e553y_0194_0000000000_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_9943.jpg,http://app.visual-2000.com/imageapi/asicserp3_9943.jpg,http://app.visual-2000.com/imageapi/asicserp8_9943.jpg::e553y_0194_0000000000_f_l_primary,0,1,0,1,1,,<p>L.Gel Resolution 6 Clay Court</p>,,L.Gel Resolution 6 Clay Court,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Tennis,Tennis,Spring 2015,D,Pour Femmes,Pour Femmes,1A090201,,Unite,0,0,0,0,0,E553Y,,,,,5,0,99,179.99,WEB,REG,0,20
E451Y,fr,Femmes/Women's/Asics Shoes/Tennis,Default,configurable,,,L.Gel Solution Speed 2 Clay Court,"887749918168,887749918212,887749918229,887749918236,887749918243,887749918250,887749918267,887749918274,887749918281,887749918298,887749918304","color,size",<p>L.Gel Solution Speed 2 Clay Court</p>,L.Gel Solution Speed 2 Clay Court,,31,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_10955.jpg,e451y_0767_0000000000_f_l_primary1,http://app.visual-2000.com/imageapi/asicserp8_10955.jpg,http://app.visual-2000.com/imageapi/asicserp3_10955.jpg,http://app.visual-2000.com/imageapi/asicserp8_10955.jpg::e451y_0767_0000000000_f_l_primary1,0,1,0,1,1,,<p>L.Gel Solution Speed 2 Clay Court</p>,,L.Gel Solution Speed 2 Clay Court,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Tennis,Tennis,Fall 2014,D,Pour Femmes,Pour Femmes,1A090201,,Unite,0,0,0,0,0,E451Y,,,,,5,0,88,159.99,WEB,REG,0,31
T690N,fr,Femmes/Women's/Asics Shoes/Trail,Default,configurable,,,L. Gel-Fujiendurance,"889436162076,889436162083,889436162090,889436162144,889436162151,889436162168,889436162175,889436162182,889436162199,889436162205,889436162212","color,size",<p>L. Gel-Fujiendurance</p>,L. Gel-Fujiendurance,,39,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_13554.jpg,T690N_4967_RT,http://app.visual-2000.com/imageapi/asicserp8_13554.jpg,http://app.visual-2000.com/imageapi/asicserp3_13554.jpg,http://app.visual-2000.com/imageapi/asicserp8_13554.jpg::T690N_4967_RT,0,1,0,1,1,,<p>L. Gel-Fujiendurance</p>,,L. Gel-Fujiendurance,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Trail,Trail,Spring 2016,D,Pour Femmes,Pour Femmes,1A03020104,,Unite,0,0,0,0,0,T690N,,,,,5,0,110,199.99,WEB,REG,0,39
T4E6N,fr,Femmes/Women's/Asics Shoes/Trail,Default,configurable,,,L. Gel-Fujisensor 3 G-Tx,"887749528794,887749528800,887749528817,887749528824,887749528831,887749528848,887749528855,887749528862,887749528879,887749528886,887749528893,887749528909,887749528916","color,size",<p>L. Gel-Fujisensor 3 G-Tx</p>,L. Gel-Fujisensor 3 G-Tx,,39,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_9214.jpg,T4E6N_9743_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_9214.jpg,http://app.visual-2000.com/imageapi/asicserp3_9214.jpg,http://app.visual-2000.com/imageapi/asicserp8_9214.jpg::T4E6N_9743_f_l_primary,0,1,0,1,1,,<p>L. Gel-Fujisensor 3 G-Tx</p>,,L. Gel-Fujisensor 3 G-Tx,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Trail,Trail,Fall 2014,D,Pour Femmes,Pour Femmes,1A030201,,Unite,0,0,0,0,0,T4E6N,,,,,5,0,104.5,189.99,WEB,REG,0,39
T661N,fr,Femmes/Women's/Asics Shoes/Trail,Default,configurable,,,L. Gt-2000 4 Trail,"889436156464,889436156471,889436156488,889436156532,889436156549,889436156556,889436156563,889436156570,889436156587,889436156594,889436156600,889436156617,889436156624","color,size",<p>L. Gt-2000 4 Trail</p>,L. Gt-2000 4 Trail,,37,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12120.jpg,t661n_2130_f,http://app.visual-2000.com/imageapi/asicserp8_12120.jpg,http://app.visual-2000.com/imageapi/asicserp3_12120.jpg,http://app.visual-2000.com/imageapi/asicserp8_12120.jpg::t661n_2130_f,0,1,0,1,1,,<p>L. Gt-2000 4 Trail</p>,,L. Gt-2000 4 Trail,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Trail,Trail,Spring 2016,D,Pour Femmes,Pour Femmes,1A03020104,,Unite,0,0,0,0,0,T661N,,,,,5,0,93.5,169.99,WEB,REG,0,37
T5L9N,fr,Femmes/Women's/Asics Shoes/Trail,Default,configurable,,,L.Gel Fujisetsu 2 G-Tx,"889436073907,889436073952,889436073969,889436073976,889436073983,889436073990,889436074003,889436074010,889436074027,889436074034,889436074041","color,size",<p>L.Gel Fujisetsu 2 G-Tx</p>,L.Gel Fujisetsu 2 G-Tx,,39,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_11114.jpg,T5L9N_1693_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_11114.jpg,http://app.visual-2000.com/imageapi/asicserp3_11114.jpg,http://app.visual-2000.com/imageapi/asicserp8_11114.jpg::T5L9N_1693_f_l_primary,0,1,0,1,1,,<p>L.Gel Fujisetsu 2 G-Tx</p>,,L.Gel Fujisetsu 2 G-Tx,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Trail,Trail,Fall 2015,D,Pour Femmes,Pour Femmes,1A03020104,,Unite,0,0,0,0,0,T5L9N,,,,,5,0,104.5,189.99,WEB,REG,0,39
T5L6N,fr,Femmes/Women's/Asics Shoes/Trail,Default,configurable,,,L.Gel Fujitrabuco 4,"889436073150,889436073167,889436073174,889436073204,889436073211,889436073228,889436073235,889436073242,889436073259,889436073266,889436073273,889436073280,889436073297,889436073303,889436073310,889436073327,889436073358,889436073365,889436073372,889436073389,889436073396,889436073402,889436073419,889436073426,889436073433,889436073440","color,size",<p>L.Gel Fujitrabuco 4</p>,L.Gel Fujitrabuco 4,,63,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_11110.jpg,T5L6N_5335_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_11110.jpg,http://app.visual-2000.com/imageapi/asicserp3_11110.jpg,http://app.visual-2000.com/imageapi/asicserp8_11110.jpg::T5L6N_5335_f_l_primary,0,1,0,1,1,,<p>L.Gel Fujitrabuco 4</p>,,L.Gel Fujitrabuco 4,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Trail,Trail,Fall 2015,D,Pour Femmes,Pour Femmes,1A03020104,,Unite,0,0,0,0,0,T5L6N,,,,,5,0,88,159.99,WEB,REG,0,63
T5L7N,fr,Femmes/Women's/Asics Shoes/Trail,Default,configurable,,,L.Gel Fujitrabuco 4 G-Tx,"889436073655,889436073662,889436073679,889436073686,889436073693,889436073716,889436073723,889436073730,889436073747","color,size",<p>L.Gel Fujitrabuco 4 G-Tx</p>,L.Gel Fujitrabuco 4 G-Tx,,13,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_11111.jpg,T5L7N_9093_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_11111.jpg,http://app.visual-2000.com/imageapi/asicserp3_11111.jpg,http://app.visual-2000.com/imageapi/asicserp8_11111.jpg::T5L7N_9093_f_l_primary,0,1,0,1,1,,<p>L.Gel Fujitrabuco 4 G-Tx</p>,,L.Gel Fujitrabuco 4 G-Tx,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Trail,Trail,Fall 2015,D,Pour Femmes,Pour Femmes,1A03020104,,Unite,0,0,0,0,0,T5L7N,,,,,5,0,93.5,169.99,WEB,REG,0,13
T5L8N,fr,Femmes/Women's/Asics Shoes/Trail,Default,configurable,,,L.Gel Fujitrabuco 4 Neutral,"887749984576,887749984583,887749984590,887749984620,887749984637,887749984644,887749984668,887749984675,887749984682,887749984699,887749984705,887749984712","color,size",<p>L.Gel Fujitrabuco 4 Neutral</p>,L.Gel Fujitrabuco 4 Neutral,,26,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_11113.jpg,t5l8n_9087_0000000000_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_11113.jpg,http://app.visual-2000.com/imageapi/asicserp3_11113.jpg,http://app.visual-2000.com/imageapi/asicserp8_11113.jpg::t5l8n_9087_0000000000_f_l_primary,0,1,0,1,1,,<p>L.Gel Fujitrabuco 4 Neutral</p>,,L.Gel Fujitrabuco 4 Neutral,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Trail,Trail,Fall 2015,D,Pour Femmes,Pour Femmes,1A030201,,Unite,0,0,0,0,0,T5L8N,,,,,5,0,88,159.99,WEB,REG,0,26
T5N8N,fr,Femmes/Women's/Asics Shoes/Trail,Default,configurable,,,L.Gel Venture 5,"887749900064,887749900071,887749900088,887749900132,887749900149,887749900156,887749900163,887749900170,887749900187,887749900194,887749900200,887749900293,887749900309,887749900316,887749900347,887749900354,887749900361,887749900378,887749900439,887749900453,887749900460,887749900477,887749900484,887749900491,887749900507,889436146311,889436146335,889436146342,889436146380,889436146465,889436146472,889436146489,889436146496,889436146502,889436146519,889436146533","color,size",<p>L.Gel Venture 5</p>,L.Gel Venture 5,,147,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_13515.jpg,T5N8N_9720_RT,http://app.visual-2000.com/imageapi/asicserp8_13515.jpg,http://app.visual-2000.com/imageapi/asicserp3_13515.jpg,http://app.visual-2000.com/imageapi/asicserp8_13515.jpg::T5N8N_9720_RT,0,1,0,1,1,,<p>L.Gel Venture 5</p>,,L.Gel Venture 5,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Trail,Trail,Fall 2015,D,Pour Femmes,Pour Femmes,1A030202,,Unite,0,0,0,0,0,T5N8N,,,,,5,0,49.5,89.99,WEB,REG,0,147
R555Y,fr,Femmes/Women's/Asics Shoes/Volleyball,Default,configurable,,,L. Gel Court Control,"887749927351,887749927412,887749927429,887749927436,887749927443,887749927450,887749927467,887749927474,887749927481,887749927498,887749927504,887749927511,887749927528,887749927559,887749927566,887749927573,887749927580,887749927597,887749927603,887749927610,887749927627,887749927634,887749927641","color,size",<p>L. Gel Court Control</p>,L. Gel Court Control,,46,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_11013.jpg,r555y_3601_0000000000_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_11013.jpg,http://app.visual-2000.com/imageapi/asicserp3_11013.jpg,http://app.visual-2000.com/imageapi/asicserp8_11013.jpg::r555y_3601_0000000000_f_l_primary,0,1,0,1,1,,<p>L. Gel Court Control</p>,,L. Gel Court Control,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Volleyball,Volleyball,Fall 2015,D,Pour Femmes,Pour Femmes,1A080201,,Unite,0,0,0,0,0,R555Y,,,,,5,0,82.5,149.99,WEB,REG,0,46
E466Y,fr,Femmes/Women's/Asics Shoes/Volleyball,Default,configurable,,,L. Gel Dominion,"887749445138,887749445145,887749445152,887749445206,887749445213,887749445220,887749445237,887749445244,887749445251,887749445268,887749445275,887749445282,887749445299,887749445305,887749445374,887749445381,887749445398,887749445404,887749445411,887749445428,887749445435,887749445442,887749445459,887749445480,887749445497,887749445503,887749445510,887749445527,887749445534,887749445541,887749445558,887749445565,887749445572","color,size",<p>L. Gel Dominion</p>,L. Gel Dominion,,66,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_9093.jpg,e466y_6101_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_9093.jpg,http://app.visual-2000.com/imageapi/asicserp3_9093.jpg,http://app.visual-2000.com/imageapi/asicserp8_9093.jpg::e466y_6101_f_l_primary,0,1,0,1,1,,<p>L. Gel Dominion</p>,,L. Gel Dominion,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Volleyball,Volleyball,Fall 2014,D,Pour Femmes,Pour Femmes,1A100201,,Unite,0,0,0,0,0,E466Y,,,,,5,0,71.5,129.99,WEB,REG,0,66
B557Y,fr,Femmes/Women's/Asics Shoes/Volleyball,Default,configurable,,,L. Gel Netburner Ballistic,"889436044457,889436044464,889436044471,889436044518,889436044525,889436044532,889436044549,889436044556,889436044563,889436044570,889436044587,889436044594,889436044655,889436044662,889436044679,889436044686,889436044693,889436044709,889436044716,889436044723,889436044792,889436044808,889436044815,889436044822,889436044839,889436044846,889436044853","color,size",<p>L. Gel Netburner Ballistic</p>,L. Gel Netburner Ballistic,,51,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12688.jpg,B557Y_5201_f,http://app.visual-2000.com/imageapi/asicserp8_12688.jpg,http://app.visual-2000.com/imageapi/asicserp3_12688.jpg,http://app.visual-2000.com/imageapi/asicserp8_12688.jpg::B557Y_5201_f,0,1,0,1,1,,<p>L. Gel Netburner Ballistic</p>,,L. Gel Netburner Ballistic,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Volleyball,Volleyball,Fall 2015,D,Pour Femmes,Pour Femmes,1A080201,,Unite,0,0,0,0,0,B557Y,,,,,5,0,88,159.99,WEB,REG,0,51
B554N,fr,Femmes/Women's/Asics Shoes/Volleyball,Default,configurable,,,L. Gel Tactic,"887749915990,887749916065,887749916072,887749916089,887749916096,887749916102,887749916119,887749916126,887749916133,887749916140,887749916157,887749916164,887749916171,887749916232,887749916249,887749916256,887749916263,887749916270,887749916287,887749916294,887749916300,887749916317,887749916324,887749916508,887749916577,887749916584,887749916591,887749916607,887749916614,887749916621,887749916638,887749916645,887749916652,887749916669","color,size",<p>L. Gel Tactic</p>,L. Gel Tactic,,66,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12686.jpg,B554N_0190_f,http://app.visual-2000.com/imageapi/asicserp8_12686.jpg,http://app.visual-2000.com/imageapi/asicserp3_12686.jpg,http://app.visual-2000.com/imageapi/asicserp8_12686.jpg::B554N_0190_f,0,1,0,1,1,,<p>L. Gel Tactic</p>,,L. Gel Tactic,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Volleyball,Volleyball,Fall 2015,D,Pour Femmes,Pour Femmes,1A080201,,Unite,0,0,0,0,0,B554N,,,,,5,0,66,119.99,WEB,REG,0,66
B552Y,fr,Femmes/Women's/Asics Shoes/Volleyball,Default,configurable,,,L. Gel-Cyber Sensei,"887749915853,887749915860,887749915877,887749915914,887749915921,887749915938,887749915945,887749915952,887749915969,887749915976,887749915983","color,size",<p>L. Gel-Cyber Sensei</p>,L. Gel-Cyber Sensei,,20,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_10892.jpg,b552y_4701_0000000000_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_10892.jpg,http://app.visual-2000.com/imageapi/asicserp3_10892.jpg,http://app.visual-2000.com/imageapi/asicserp8_10892.jpg::b552y_4701_0000000000_f_l_primary,0,1,0,1,1,,<p>L. Gel-Cyber Sensei</p>,,L. Gel-Cyber Sensei,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Volleyball,Volleyball,Fall 2015,D,Pour Femmes,Pour Femmes,1A080201,,Unite,0,0,0,0,0,B552Y,,,,,5,0,93.5,169.99,WEB,REG,0,20
Q468N,fr,Femmes/Women's/Asics Shoes/Walking,Default,configurable,,,L. Gel Tech Walker Neo 4,"887749448986,887749448993,887749449051,887749449075,887749449082,887749449099,887749449105,887749449112,887749449129,887749449136,887749449143,887749449150,887749449204,887749449211,887749449228,887749449242,887749449259,887749449266,887749449273","color,size",<p>L. Gel Tech Walker Neo 4</p>,L. Gel Tech Walker Neo 4,,39,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_9127.jpg,q468n_0128_f_d_althalf2,http://app.visual-2000.com/imageapi/asicserp8_9127.jpg,http://app.visual-2000.com/imageapi/asicserp3_9127.jpg,http://app.visual-2000.com/imageapi/asicserp8_9127.jpg::q468n_0128_f_d_althalf2,0,1,0,1,1,,<p>L. Gel Tech Walker Neo 4</p>,,L. Gel Tech Walker Neo 4,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Walking,Walking,Fall 2014,D,Pour Femmes,Pour Femmes,1C030201,,Unite,0,0,0,0,0,Q468N,,,,,5,0,77,139.99,WEB,REG,0,39
Q555N,fr,Femmes/Women's/Asics Shoes/Walking,Default,configurable,,,L. Metrolyte 2 Slip On,"887749926293,887749926347,887749926354,887749926361,887749926378,887749926385,887749926392,887749926408,887749926415,887749926422,887749926439,887749926484,887749926491,887749926507,887749926514,887749926521,887749926538,887749926545,887749926552,887749926569,887749926576,887749926583,887749926590,887749926620,887749926637,887749926644,887749926651,887749926668,887749926675,887749926682,887749926699,887749926705","color,size",<p>L. Metrolyte 2 Slip On</p>,L. Metrolyte 2 Slip On,,61,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_11009.jpg,q555n_9001_0000000000_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_11009.jpg,http://app.visual-2000.com/imageapi/asicserp3_11009.jpg,http://app.visual-2000.com/imageapi/asicserp8_11009.jpg::q555n_9001_0000000000_f_l_primary,0,1,0,1,1,,<p>L. Metrolyte 2 Slip On</p>,,L. Metrolyte 2 Slip On,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Walking,Walking,Fall 2015,D,Pour Femmes,Pour Femmes,1C030201,,Unite,0,0,0,0,0,Q555N,,,,,5,0,44,79.99,WEB,REG,0,61
Q551L,fr,Femmes/Women's/Asics Shoes/Walking,Default,configurable,,,L.Gel Foundation Workplace,"887749777819,887749777826,887749777833,887749777864,887749777871,887749777888,887749777895,887749777901,887749777918,887749777925,887749777932,887749777949,887749777956,887749777994,887749778007,887749778014,887749778021,887749778038,887749778045,887749778052,887749778069","color,size",<p>L.Gel Foundation Workplace</p>,L.Gel Foundation Workplace,,66,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_10022.jpg,q551l_0193_0000000000_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_10022.jpg,http://app.visual-2000.com/imageapi/asicserp3_10022.jpg,http://app.visual-2000.com/imageapi/asicserp8_10022.jpg::q551l_0193_0000000000_f_l_primary,0,1,0,1,1,,<p>L.Gel Foundation Workplace</p>,,L.Gel Foundation Workplace,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Walking,Walking,Spring 2015,D,Pour Femmes,Pour Femmes,1C030201,,Unite,0,0,0,0,0,Q551L,,,,,5,0,77,139.99,WEB,REG,0,66
Q482N,fr,Femmes/Women's/Asics Shoes/Walking,Default,configurable,,,L.Metrolyte,"887749679083,887749679137,887749679144,887749679151,887749679168,887749679175,887749679182,887749679199,887749679205,887749679212,887749679229,887749679274,887749679281,887749679298,887749679304,887749679311,887749679328,887749679335,887749679342,887749679359,887749766455,887749766462,887749766479,887749766486,887749766493,887749766509,887749766516,887749766523,887749766530","color,size",<p>L.Metrolyte</p>,L.Metrolyte,,76,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_10011.jpg,q482n_7107_0000000000_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_10011.jpg,http://app.visual-2000.com/imageapi/asicserp3_10011.jpg,http://app.visual-2000.com/imageapi/asicserp8_10011.jpg::q482n_7107_0000000000_f_l_primary,0,1,0,1,1,,<p>L.Metrolyte</p>,,L.Metrolyte,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Walking,Walking,Spring 2015,D,Pour Femmes,Pour Femmes,1C030201,,Unite,0,0,0,0,0,Q482N,,,,,5,0,44,79.99,WEB,REG,0,76
Q481N,fr,Femmes/Women's/Asics Shoes/Walking,Default,configurable,,,L.Metrolyte Gem,"887749678802,887749678857,887749678864,887749678871,887749678888,887749678895,887749678901,887749678918,887749678925,887749678932,887749678949,887749678994,887749679007,887749679014,887749679021,887749679038,887749679045,887749679052,887749679069,887749679076","color,size",<p>L.Metrolyte Gem</p>,L.Metrolyte Gem,,57,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_10008.jpg,q481n_9099_0000000000_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_10008.jpg,http://app.visual-2000.com/imageapi/asicserp3_10008.jpg,http://app.visual-2000.com/imageapi/asicserp8_10008.jpg::q481n_9099_0000000000_f_l_primary,0,1,0,1,1,,<p>L.Metrolyte Gem</p>,,L.Metrolyte Gem,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Walking,Walking,Spring 2015,D,Pour Femmes,Pour Femmes,1C030201,,Unite,0,0,0,0,0,Q481N,,,,,5,0,44,79.99,WEB,REG,0,57
